participant_id,session,participant_list,dataset,music_subset,session_song,test_mode,block,trial,image_filename,subset,encoding_condition,ground_truth,music_context,recognition_response,certainty,image_valence,image_arousal,rt_recognition_ms,rt_certainty_ms,rt_valence_ms,rt_arousal_ms
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,1,146 - 58233 - For the Incantation to the Entrance.jpg,d,new,new,True,yes,3,4,3,5644,1373,4405,6348
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,2,240 - 33769 - Lousy Fear.jpg,d,new,new,True,no,4,2,3,2975,9587,6395,1779
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,3,212 - 56680 - Returning Life.jpg,d,new,new,True,no,3,3,3,3947,2230,3066,1405
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,4,158 - 15156 - The Golden Wall.jpg,d,new,new,True,yes,3,4,4,3608,5497,5408,4327
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,5,131 - 223342 - Overrun.jpg,a,no_music,seen,True,no,3,3,3,4383,1890,2088,2058
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,6,"026 - 210640 - Untitled, from Insect Series.jpg",b,music,seen,True,yes,4,3,3,3238,3067,4453,1215
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,7,090 - 145878 - Untitled.jpg,d,new,new,True,no,2,4,4,2702,3181,3887,8275
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,8,195 - 9524 - Rite.jpg,d,new,new,True,no,3,2,4,3443,3568,6826,6866
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,9,152 - 237892 - Tikpo.jpg,a,no_music,seen,True,no,3,4,3,4312,10920,5911,3755
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,10,"219 - 102208 - Composition Red, Blue, Yellow, White.jpg",d,new,new,True,yes,2,4,3,11099,18298,5681,1117
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,11,156 - 51723 - Machine.jpg,b,music,seen,True,no,3,3,2,6199,2157,1099,3812
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,12,122 - 257350 - Mountain.jpg,d,new,new,True,no,2,3,2,4239,5673,2782,2142
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,13,161 - 11103 - Composition in Brown.jpg,a,no_music,seen,True,yes,4,3,3,3233,5079,5371,1074
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,14,117 - 82544 - Abstract Composition.jpg,b,music,seen,True,yes,5,4,2,2733,2829,3446,7342
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,15,087 - 17444 - Composition with Red Arrow.jpg,b,music,seen,True,no,2,3,3,7909,3196,3651,1346
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,16,154 - 107255 - A la pintura Blue 5.jpg,b,music,seen,True,no,2,4,2,6770,9422,3567,2279
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,17,110 - 80245 - Japanese Fantasy.jpg,d,new,new,True,yes,4,4,3,2723,3393,3489,1272
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,18,012 - 64962 - Counter-Composition VIII.jpg,a,no_music,seen,True,yes,3,3,3,3000,3997,884,1280
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,19,080 - 65920 - Provincetown.jpg,d,new,new,True,yes,4,2,3,2708,3682,5257,7792
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,20,137 - 254119 - Composition.jpg,d,new,new,True,yes,4,4,3,4255,2839,3722,1273
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,21,190 - 16706 - Untitled.jpg,b,music,seen,True,no,2,3,3,3664,4144,7578,967
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,22,123 - 72353 - Abstract Landscape.jpg,b,music,seen,True,no,3,3,4,2866,1450,4328,14326
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,23,023 - 124768 - Untitled.jpg,a,no_music,seen,True,yes,2,4,3,5875,1930,6102,1459
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,24,064 - 257310 - Peau de soleil.jpg,d,new,new,True,no,2,2,2,5249,7233,5356,2394
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,25,127 - 60257 - La Ciudad Perdida (The Lost City).jpg,a,no_music,seen,True,yes,3,3,3,5603,2083,3339,1182
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,26,217 - 9550 - The Dreadful Feast of Flesh.jpg,d,new,new,True,no,2,2,4,3790,6676,8330,3607
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,27,"049 - 214080 - Untitled, Paris, March 1937.jpg",b,music,seen,True,yes,4,4,4,2969,1543,3172,3630
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,28,188 - 22479 - Study for Around a Point.jpg,d,new,new,True,no,2,4,4,2735,9701,9569,3504
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,29,088 - 80507 - Untitled (Composition with Grey Background).jpg,b,music,seen,True,yes,3,2,3,2786,2357,5504,1471
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,30,159 - 63990 - Stakim.jpg,a,no_music,seen,True,no,2,3,3,5325,5818,5857,1994
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,31,126 - 13474 - Ocean Undulations Revealing Particles of Sand and Coral.jpg,a,no_music,seen,True,yes,3,3,3,2745,2759,2632,925
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,32,036 - 32825 - Untitled.jpg,d,new,new,True,no,2,3,3,2704,3970,6297,1457
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,33,054 - 50317 - Cube and Vent.jpg,b,music,seen,True,no,2,4,2,6763,1920,7580,3385
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,34,047 - 13481 - Fourth Avenue.jpg,d,new,new,True,yes,4,2,5,2845,3479,2250,3539
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,35,045 - 105024 - Untitled.jpg,a,no_music,seen,True,yes,4,4,3,2776,4739,7738,1710
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,36,050 - 28542 - Texturology LX (Vacation in the Sun).jpg,d,new,new,True,yes,4,4,2,2711,1915,2399,2278
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,37,053 - 82542 - Abstract Composition.jpg,d,new,new,True,yes,4,2,3,2662,3223,5761,2472
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,38,"084 - 59822 - Nuclear I, CH.jpg",d,new,new,True,no,3,3,3,3131,3585,779,2122
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,39,141 - 63780 - Heraldry.jpg,b,music,seen,True,no,3,2,4,6855,1969,2711,1758
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,40,099 - 102207 - Composition Red White.jpg,b,music,seen,True,yes,3,3,3,2644,2036,1149,1316
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,41,086 - 51692 - Coss Ballance II.jpg,d,new,new,True,yes,2,4,4,14262,3465,2424,744
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,42,083 - 23979 - Capella.jpg,b,music,seen,True,yes,5,3,4,2625,1054,3061,2512
8725,Baseline,2,Group_1,b,song_2.mp3,0,1,43,239 - 50290 - The Facetted Cliffs.jpg,b,music,seen,True,yes,3,2,4,3205,4029,5687,3041
